AEROLINEA_COMPLETA,ORIGEN_COMPLETO,DESTINO_COMPLETO
UA - United Air Lines Inc.,DEN - Denver International Airport,MCO - Orlando International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,MEM - Memphis International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,MIA - Miami International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,MSN - Dane County Regional Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,MSP - Minneapolis-Saint Paul International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,MSY - Louis Armstrong New Orleans International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,OGG - Kahului Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,OKC - Will Rogers World Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,OMA - Eppley Airfield
UA - United Air Lines Inc.,DEN - Denver International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,PDX - Portland International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,PHL - Philadelphia International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,PHX - Phoenix Sky Harbor International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,PIT - Pittsburgh International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,PSP - Palm Springs International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,RNO - Reno/Tahoe International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,RSW - Southwest Florida International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,SAN - San Diego International Airport (Lindbergh Field)
UA - United Air Lines Inc.,DEN - Denver International Airport,SAT - San Antonio International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,SDF - Louisville International Airport (Standiford Field)
UA - United Air Lines Inc.,DEN - Denver International Airport,SEA - Seattle-Tacoma International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,SJC - Norman Y. Mineta San José International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,SLC - Salt Lake City International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,SMF - Sacramento International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,SNA - John Wayne Airport (Orange County Airport)
UA - United Air Lines Inc.,DEN - Denver International Airport,STL - St. Louis International Airport at Lambert Field
UA - United Air Lines Inc.,DEN - Denver International Airport,TPA - Tampa International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,TUL - Tulsa International Airport
UA - United Air Lines Inc.,DEN - Denver International Airport,TUS - Tucson International Airport
UA - United Air Lines Inc.,DFW - Dallas/Fort Worth International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,DFW - Dallas/Fort Worth International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,DFW - Dallas/Fort Worth International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,DFW - Dallas/Fort Worth International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,DFW - Dallas/Fort Worth International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,DFW - Dallas/Fort Worth International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,DFW - Dallas/Fort Worth International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,DSM - Des Moines International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,DSM - Des Moines International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,DSM - Des Moines International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,DTW - Detroit Metropolitan Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,DTW - Detroit Metropolitan Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,DTW - Detroit Metropolitan Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,DTW - Detroit Metropolitan Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,EGE - Eagle County Regional Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,EGE - Eagle County Regional Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,EGE - Eagle County Regional Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,EGE - Eagle County Regional Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,ANC - Ted Stevens Anchorage International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,AUS - Austin-Bergstrom International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,BNA - Nashville International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,BOS - Gen. Edward Lawrence Logan International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,BQN - Rafael Hernández Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,BWI - Baltimore-Washington International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,BZN - Bozeman Yellowstone International Airport (Gallatin Field Airport)
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,CHS - Charleston International Airport/Charleston AFB
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,CLE - Cleveland Hopkins International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,CLT - Charlotte Douglas International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,CMH - Port Columbus International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,CVG - Cincinnati/Northern Kentucky International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,DCA - Ronald Reagan Washington National Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,DFW - Dallas/Fort Worth International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,DTW - Detroit Metropolitan Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,EGE - Eagle County Regional Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,FLL - Fort Lauderdale-Hollywood International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,GRR - Gerald R. Ford International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,HDN - Yampa Valley Airport (Yampa Valley Regional)
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,HNL - Honolulu International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,IND - Indianapolis International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,JAC - Jackson Hole Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,JAX - Jacksonville International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,LAS - McCarran International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,MCI - Kansas City International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,MCO - Orlando International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,MIA - Miami International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,MSN - Dane County Regional Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,MSP - Minneapolis-Saint Paul International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,MSY - Louis Armstrong New Orleans International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,MTJ - Montrose Regional Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,OMA - Eppley Airfield
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,ORF - Norfolk International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,PBI - Palm Beach International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,PDX - Portland International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,PHL - Philadelphia International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,PHX - Phoenix Sky Harbor International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,RDU - Raleigh-Durham International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,RSW - Southwest Florida International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,SAN - San Diego International Airport (Lindbergh Field)
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,SAT - San Antonio International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,SDF - Louisville International Airport (Standiford Field)
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,SEA - Seattle-Tacoma International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,SJU - Luis Muñoz Marín International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,SNA - John Wayne Airport (Orange County Airport)
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,SRQ - Sarasota-Bradenton International Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,STL - St. Louis International Airport at Lambert Field
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,STT - Cyril E. King Airport
UA - United Air Lines Inc.,EWR - Newark Liberty International Airport,TPA - Tampa International Airport
UA - United Air Lines Inc.,FAI - Fairbanks International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,FLL - Fort Lauderdale-Hollywood International Airport,CLE - Cleveland Hopkins International Airport
UA - United Air Lines Inc.,FLL - Fort Lauderdale-Hollywood International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,FLL - Fort Lauderdale-Hollywood International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,FLL - Fort Lauderdale-Hollywood International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,FLL - Fort Lauderdale-Hollywood International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,FLL - Fort Lauderdale-Hollywood International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,FSD - Sioux Falls Regional Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,GEG - Spokane International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,GRR - Gerald R. Ford International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,GRR - Gerald R. Ford International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,GUC - Gunnison-Crested Butte Regional Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,GUM - Guam International Airport,HNL - Honolulu International Airport
UA - United Air Lines Inc.,HDN - Yampa Valley Airport (Yampa Valley Regional),EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,HDN - Yampa Valley Airport (Yampa Valley Regional),IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,HDN - Yampa Valley Airport (Yampa Valley Regional),IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,HNL - Honolulu International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,HNL - Honolulu International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,HNL - Honolulu International Airport,GUM - Guam International Airport
UA - United Air Lines Inc.,HNL - Honolulu International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,HNL - Honolulu International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,HNL - Honolulu International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,HNL - Honolulu International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,HNL - Honolulu International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,AUS - Austin-Bergstrom International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,BDL - Bradley International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,BOS - Gen. Edward Lawrence Logan International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,CLE - Cleveland Hopkins International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,DFW - Dallas/Fort Worth International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,HDN - Yampa Valley Airport (Yampa Valley Regional)
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,HNL - Honolulu International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,IND - Indianapolis International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,JAC - Jackson Hole Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,LAS - McCarran International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,MCI - Kansas City International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,MCO - Orlando International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,MSN - Dane County Regional Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,MSY - Louis Armstrong New Orleans International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,PDX - Portland International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,PHX - Phoenix Sky Harbor International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,RDU - Raleigh-Durham International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,SAN - San Diego International Airport (Lindbergh Field)
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,SAT - San Antonio International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,SDF - Louisville International Airport (Standiford Field)
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,SEA - Seattle-Tacoma International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,SJU - Luis Muñoz Marín International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,SMF - Sacramento International Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,STT - Cyril E. King Airport
UA - United Air Lines Inc.,IAD - Washington Dulles International Airport,TPA - Tampa International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,ABQ - Albuquerque International Sunport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,AGS - Augusta Regional Airport (Bush Field)
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,ANC - Ted Stevens Anchorage International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,ATL - Hartsfield-Jackson Atlanta International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,AUS - Austin-Bergstrom International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,BDL - Bradley International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,BNA - Nashville International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,BOS - Gen. Edward Lawrence Logan International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,BTR - Baton Rouge Metropolitan Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,BWI - Baltimore-Washington International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,CHS - Charleston International Airport/Charleston AFB
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,CLE - Cleveland Hopkins International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,CLT - Charlotte Douglas International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,CMH - Port Columbus International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,DCA - Ronald Reagan Washington National Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,DFW - Dallas/Fort Worth International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,DSM - Des Moines International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,DTW - Detroit Metropolitan Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,EGE - Eagle County Regional Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,FLL - Fort Lauderdale-Hollywood International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,GUC - Gunnison-Crested Butte Regional Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,HDN - Yampa Valley Airport (Yampa Valley Regional)
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,HNL - Honolulu International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,IND - Indianapolis International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,JAC - Jackson Hole Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,LAS - McCarran International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,LGA - LaGuardia Airport (Marine Air Terminal)
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MCI - Kansas City International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MCO - Orlando International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MEM - Memphis International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MFE - McAllen-Miller International Airport (McAllen Miller International)
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MIA - Miami International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MSN - Dane County Regional Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MSP - Minneapolis-Saint Paul International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MSY - Louis Armstrong New Orleans International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,MTJ - Montrose Regional Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,OKC - Will Rogers World Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,OMA - Eppley Airfield
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,PBI - Palm Beach International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,PDX - Portland International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,PHL - Philadelphia International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,PHX - Phoenix Sky Harbor International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,PIT - Pittsburgh International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,PSP - Palm Springs International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,RDU - Raleigh-Durham International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,RNO - Reno/Tahoe International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,RSW - Southwest Florida International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SAN - San Diego International Airport (Lindbergh Field)
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SAT - San Antonio International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SDF - Louisville International Airport (Standiford Field)
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SEA - Seattle-Tacoma International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SJC - Norman Y. Mineta San José International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SJU - Luis Muñoz Marín International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SLC - Salt Lake City International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SMF - Sacramento International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,SNA - John Wayne Airport (Orange County Airport)
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,STL - St. Louis International Airport at Lambert Field
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,STT - Cyril E. King Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,TPA - Tampa International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,TUL - Tulsa International Airport
UA - United Air Lines Inc.,IAH - George Bush Intercontinental Airport,TUS - Tucson International Airport
UA - United Air Lines Inc.,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),DEN - Denver International Airport
UA - United Air Lines Inc.,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,IND - Indianapolis International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,IND - Indianapolis International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,IND - Indianapolis International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,IND - Indianapolis International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,IND - Indianapolis International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,IND - Indianapolis International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,ITO - Hilo International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,JAC - Jackson Hole Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,JAC - Jackson Hole Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,JAC - Jackson Hole Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,JAC - Jackson Hole Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,JAC - Jackson Hole Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,JAC - Jackson Hole Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,JAX - Jacksonville International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),LAX - Los Angeles International Airport
UA - United Air Lines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),SFO - San Francisco International Airport
UA - United Air Lines Inc.,KOA - Kona International Airport at Keahole,DEN - Denver International Airport
UA - United Air Lines Inc.,KOA - Kona International Airport at Keahole,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,KOA - Kona International Airport at Keahole,SFO - San Francisco International Airport
UA - United Air Lines Inc.,LAS - McCarran International Airport,CLE - Cleveland Hopkins International Airport
UA - United Air Lines Inc.,LAS - McCarran International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,LAS - McCarran International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,LAS - McCarran International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,LAS - McCarran International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,LAS - McCarran International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,LAS - McCarran International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,LAS - McCarran International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,AUS - Austin-Bergstrom International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,BOS - Gen. Edward Lawrence Logan International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,BWI - Baltimore-Washington International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,CLE - Cleveland Hopkins International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,DFW - Dallas/Fort Worth International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,HNL - Honolulu International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,ITO - Hilo International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,JFK - John F. Kennedy International Airport (New York International Airport)
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,KOA - Kona International Airport at Keahole
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,LAS - McCarran International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,LIH - Lihue Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,MCO - Orlando International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,MSN - Dane County Regional Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,MSY - Louis Armstrong New Orleans International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,OGG - Kahului Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,PHX - Phoenix Sky Harbor International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,SAT - San Antonio International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,SEA - Seattle-Tacoma International Airport
UA - United Air Lines Inc.,LAX - Los Angeles International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),DEN - Denver International Airport
UA - United Air Lines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),MTJ - Montrose Regional Airport
UA - United Air Lines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,LIH - Lihue Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,LIH - Lihue Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,LIH - Lihue Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,MCI - Kansas City International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,MCI - Kansas City International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,MCI - Kansas City International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,MCI - Kansas City International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,MCI - Kansas City International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,MCO - Orlando International Airport,CLE - Cleveland Hopkins International Airport
UA - United Air Lines Inc.,MCO - Orlando International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,MCO - Orlando International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,MCO - Orlando International Airport,IAD - Washington Dulles International Airport
