AEROLINEA_COMPLETA,ORIGEN_COMPLETO,DESTINO_COMPLETO
EV - Atlantic Southeast Airlines,BNA - Nashville International Airport,MOB - Mobile Regional Airport
EV - Atlantic Southeast Airlines,BNA - Nashville International Airport,MSP - Minneapolis-Saint Paul International Airport
EV - Atlantic Southeast Airlines,BNA - Nashville International Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,CLE - Cleveland Hopkins International Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,CVG - Cincinnati/Northern Kentucky International Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,JAX - Jacksonville International Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,MSP - Minneapolis-Saint Paul International Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,RDU - Raleigh-Durham International Airport
EV - Atlantic Southeast Airlines,BOS - Gen. Edward Lawrence Logan International Airport,RIC - Richmond International Airport
EV - Atlantic Southeast Airlines,BPT - Jack Brooks Regional Airport (Southeast Texas Regional),DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,BQK - Brunswick Golden Isles Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,BRO - Brownsville/South Padre Island International Airport,DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,BRO - Brownsville/South Padre Island International Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,BTR - Baton Rouge Metropolitan Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,BTR - Baton Rouge Metropolitan Airport,DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,BTR - Baton Rouge Metropolitan Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,BTV - Burlington International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,BTV - Burlington International Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,BTV - Burlington International Airport,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,BTV - Burlington International Airport,IAD - Washington Dulles International Airport
EV - Atlantic Southeast Airlines,BTV - Burlington International Airport,LGA - LaGuardia Airport (Marine Air Terminal)
EV - Atlantic Southeast Airlines,BTV - Burlington International Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,BUF - Buffalo Niagara International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,BUF - Buffalo Niagara International Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,BUF - Buffalo Niagara International Airport,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,BUF - Buffalo Niagara International Airport,IAD - Washington Dulles International Airport
EV - Atlantic Southeast Airlines,BUF - Buffalo Niagara International Airport,LGA - LaGuardia Airport (Marine Air Terminal)
EV - Atlantic Southeast Airlines,BUF - Buffalo Niagara International Airport,MSP - Minneapolis-Saint Paul International Airport
EV - Atlantic Southeast Airlines,BUF - Buffalo Niagara International Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,BWI - Baltimore-Washington International Airport,CVG - Cincinnati/Northern Kentucky International Airport
EV - Atlantic Southeast Airlines,BWI - Baltimore-Washington International Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,BWI - Baltimore-Washington International Airport,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,BWI - Baltimore-Washington International Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,BWI - Baltimore-Washington International Airport,MSP - Minneapolis-Saint Paul International Airport
EV - Atlantic Southeast Airlines,BWI - Baltimore-Washington International Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CAE - Columbia Metropolitan Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CAE - Columbia Metropolitan Airport,DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,CAE - Columbia Metropolitan Airport,IAD - Washington Dulles International Airport
EV - Atlantic Southeast Airlines,CAE - Columbia Metropolitan Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,CAE - Columbia Metropolitan Airport,LGA - LaGuardia Airport (Marine Air Terminal)
EV - Atlantic Southeast Airlines,CAE - Columbia Metropolitan Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CAK - Akron-Canton Regional Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CAK - Akron-Canton Regional Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,CAK - Akron-Canton Regional Airport,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,CAK - Akron-Canton Regional Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CHA - Chattanooga Metropolitan Airport (Lovell Field),ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CHA - Chattanooga Metropolitan Airport (Lovell Field),DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,CHA - Chattanooga Metropolitan Airport (Lovell Field),DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,CHO - Charlottesville-Albemarle Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CHO - Charlottesville-Albemarle Airport,LGA - LaGuardia Airport (Marine Air Terminal)
EV - Atlantic Southeast Airlines,CHS - Charleston International Airport/Charleston AFB,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CHS - Charleston International Airport/Charleston AFB,CLE - Cleveland Hopkins International Airport
EV - Atlantic Southeast Airlines,CHS - Charleston International Airport/Charleston AFB,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,CHS - Charleston International Airport/Charleston AFB,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,CHS - Charleston International Airport/Charleston AFB,IAD - Washington Dulles International Airport
EV - Atlantic Southeast Airlines,CHS - Charleston International Airport/Charleston AFB,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,CHS - Charleston International Airport/Charleston AFB,LGA - LaGuardia Airport (Marine Air Terminal)
EV - Atlantic Southeast Airlines,CHS - Charleston International Airport/Charleston AFB,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CID - The Eastern Iowa Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CID - The Eastern Iowa Airport,DEN - Denver International Airport
EV - Atlantic Southeast Airlines,CID - The Eastern Iowa Airport,DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,CID - The Eastern Iowa Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,CID - The Eastern Iowa Airport,MSP - Minneapolis-Saint Paul International Airport
EV - Atlantic Southeast Airlines,CID - The Eastern Iowa Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,BDL - Bradley International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,BOS - Gen. Edward Lawrence Logan International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,CHS - Charleston International Airport/Charleston AFB
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,DCA - Ronald Reagan Washington National Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,DEN - Denver International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,IAD - Washington Dulles International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,LGA - LaGuardia Airport (Marine Air Terminal)
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,MCO - Orlando International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,MKE - General Mitchell International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,MSP - Minneapolis-Saint Paul International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,RDU - Raleigh-Durham International Airport
EV - Atlantic Southeast Airlines,CLE - Cleveland Hopkins International Airport,STL - St. Louis International Airport at Lambert Field
EV - Atlantic Southeast Airlines,CLL - Easterwood Airport,DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,CLL - Easterwood Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,CVG - Cincinnati/Northern Kentucky International Airport
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,IAD - Washington Dulles International Airport
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,LGA - LaGuardia Airport (Marine Air Terminal)
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,MSP - Minneapolis-Saint Paul International Airport
EV - Atlantic Southeast Airlines,CLT - Charlotte Douglas International Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,DEN - Denver International Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,EWR - Newark Liberty International Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,IAD - Washington Dulles International Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,LGA - LaGuardia Airport (Marine Air Terminal)
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,MCO - Orlando International Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,MSP - Minneapolis-Saint Paul International Airport
EV - Atlantic Southeast Airlines,CMH - Port Columbus International Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,COS - City of Colorado Springs Municipal Airport,DEN - Denver International Airport
EV - Atlantic Southeast Airlines,COS - City of Colorado Springs Municipal Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,COS - City of Colorado Springs Municipal Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CRP - Corpus Christi International Airport,DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,CRP - Corpus Christi International Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,CRW - Yeager Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CRW - Yeager Airport,DFW - Dallas/Fort Worth International Airport
EV - Atlantic Southeast Airlines,CRW - Yeager Airport,DTW - Detroit Metropolitan Airport
EV - Atlantic Southeast Airlines,CRW - Yeager Airport,IAH - George Bush Intercontinental Airport
EV - Atlantic Southeast Airlines,CRW - Yeager Airport,ORD - Chicago O'Hare International Airport
EV - Atlantic Southeast Airlines,CSG - Columbus Metropolitan Airport,ATL - Hartsfield-Jackson Atlanta International Airport
EV - Atlantic Southeast Airlines,CVG - Cincinnati/Northern Kentucky International Airport,BDL - Bradley International Airport
EV - Atlantic Southeast Airlines,CVG - Cincinnati/Northern Kentucky International Airport,BOS - Gen. Edward Lawrence Logan International Airport
EV - Atlantic Southeast Airlines,CVG - Cincinnati/Northern Kentucky International Airport,BWI - Baltimore-Washington International Airport
